wave,lnLP,fsts,fsts_c,fsts_c2,tci_thin,dai_thin,lnemp,firmage,foreign_owned,sector_2d,sector_broad,tci_z,dai_z
2009,18.397423881788097,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.5,4.465908118654584,10,0,28,2,1.0513036267901412,0.7466745461723514
2009,20.34179623439446,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.0,5.857933154483459,12,0,28,2,1.0513036267901412,-0.8465205610674913
2009,22.8079384280438,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.0,5.655991810819852,13,1,28,2,1.0513036267901412,-0.8465205610674913
2009,18.720785336402702,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.5,5.298317366548036,41,0,28,2,-0.6335366833931855,0.7466745461723514
2009,19.549145995770157,0.03,-0.18423705722070846,0.03394329325334661,0.5,0.5,7.003065458786462,5,0,28,2,1.0513036267901412,0.7466745461723514
2009,19.85366221904491,0.08,-0.13423705722070844,0.018019587531275753,0.5,0.5,4.219507705176107,8,0,28,2,1.0513036267901412,0.7466745461723514
2009,20.65427296545946,0.0,-0.21423705722070846,0.04589751668658911,0.5,1.0,5.703782474656201,20,0,26,2,1.0513036267901412,2.3398696534121943
2009,21.37241268824392,0.1,-0.11423705722070845,0.013050105242447417,0.0,0.0,5.017279836814924,7,1,28,2,-0.6335366833931855,-0.8465205610674913
2009,19.806975105072254,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.5,4.0943445622221,9,0,29,2,1.0513036267901412,0.7466745461723514
2009,19.814410083559775,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.0,4.204692619390966,7,0,29,2,1.0513036267901412,-0.8465205610674913
2009,19.98929666186621,0.0,-0.21423705722070846,0.04589751668658911,1.0,1.0,4.8283137373023015,10,0,31,3,2.736143936973468,2.3398696534121943
2009,21.46042990292313,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.5,5.991464547107982,24,0,31,3,1.0513036267901412,0.7466745461723514
2009,19.11382792451231,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.5,5.298317366548036,9,0,02,2,1.0513036267901412,0.7466745461723514
2009,19.04928940337474,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.5,4.382026634673881,8,0,02,2,-0.6335366833931855,0.7466745461723514
2009,19.599335740294013,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,2.4849066497880004,4,0,26,2,-0.6335366833931855,-0.8465205610674913
2009,19.11382792451231,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,2.995732273553991,49,0,15,1,-0.6335366833931855,-0.8465205610674913
2009,20.223868909004043,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.5,4.976733742420574,15,0,15,1,1.0513036267901412,0.7466745461723514
2009,17.269550421000808,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,5.3706380281276624,52,1,15,1,-0.6335366833931855,-0.8465205610674913
2009,16.62892127472431,0.0,-0.21423705722070846,0.04589751668658911,0.5,1.0,7.649692623711514,6,0,18,1,1.0513036267901412,2.3398696534121943
2009,17.47907220409392,1.0,0.7857629427792916,0.6174234022451722,0.0,0.0,5.298317366548036,10,0,18,1,-0.6335366833931855,-0.8465205610674913
2009,20.013769518384937,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,5.220355825078324,13,0,24,2,-0.6335366833931855,-0.8465205610674913
2009,21.128730945054574,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,2.302585092994046,2,0,02,2,-0.6335366833931855,-0.8465205610674913
2009,19.419209574063494,0.7,0.4857629427792915,0.23596563657759723,0.0,0.0,2.6390573296152584,17,0,02,2,-0.6335366833931855,-0.8465205610674913
2009,18.931506367718356,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.5,4.499809670330265,51,0,02,2,-0.6335366833931855,0.7466745461723514
2009,18.298078421860033,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,2.5649493574615367,9,0,02,2,-0.6335366833931855,-0.8465205610674913
2009,20.46090157247892,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,4.867534450455582,47,0,02,2,-0.6335366833931855,-0.8465205610674913
2009,19.32193359846198,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.5,4.897839799950911,12,0,02,2,1.0513036267901412,0.7466745461723514
2009,20.184269336213724,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,3.4011973816621555,7,0,02,2,-0.6335366833931855,-0.8465205610674913
2009,20.26373350756797,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.5,5.247024072160486,9,0,24,2,-0.6335366833931855,0.7466745461723514
2009,20.646892858161838,0.01,-0.20423705722070845,0.04171277554217494,0.5,0.0,4.219507705176107,10,0,25,2,1.0513036267901412,-0.8465205610674913
2009,19.432281655630845,0.25,0.03576294277929154,0.0012789880762348808,0.0,0.5,4.787491742782046,34,0,26,2,-0.6335366833931855,0.7466745461723514
2009,19.705574990630527,0.0,-0.21423705722070846,0.04589751668658911,1.0,1.0,6.551080335043404,51,1,26,2,2.736143936973468,2.3398696534121943
2009,21.834148218206334,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,3.295836866004329,8,0,27,2,-0.6335366833931855,-0.8465205610674913
2009,20.01176951771827,0.9,0.6857629427792915,0.47027081368931384,0.5,0.5,4.700480365792417,12,1,28,2,1.0513036267901412,0.7466745461723514
2009,20.78780435808398,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.5,5.41610040220442,34,0,28,2,1.0513036267901412,0.7466745461723514
2009,21.00197923941543,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.5,5.634789603169249,36,0,15,1,1.0513036267901412,0.7466745461723514
2009,18.639162282160765,0.84,0.6257629427792915,0.3915792605557988,0.5,0.0,6.756932389247553,21,0,02,2,1.0513036267901412,-0.8465205610674913
2009,19.11382792451231,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.5,7.090076835776092,25,0,02,2,-0.6335366833931855,0.7466745461723514
2009,18.959677244685054,0.5,0.28576294277929154,0.08166045946588064,0.0,0.0,6.551080335043404,21,0,02,2,-0.6335366833931855,-0.8465205610674913
2009,18.420680743952367,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,3.6888794541139363,7,0,02,2,-0.6335366833931855,-0.8465205610674913
2009,21.416413017506358,0.01,-0.20423705722070845,0.04171277554217494,0.0,0.0,5.0106352940962555,10,0,02,2,-0.6335366833931855,-0.8465205610674913
2009,18.699581861444642,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.0,5.811140992976701,6,0,26,2,1.0513036267901412,-0.8465205610674913
2009,18.430937244119555,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.5,6.184148890937483,49,0,26,2,1.0513036267901412,0.7466745461723514
2009,19.1509634055938,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.5,5.765191102784844,49,1,29,2,1.0513036267901412,0.7466745461723514
2009,20.336072773625695,0.62,0.40576294277929154,0.1646435657329106,1.0,0.5,4.8283137373023015,10,1,29,2,2.736143936973468,0.7466745461723514
2009,19.383491491461413,0.1,-0.11423705722070845,0.013050105242447417,0.5,0.5,5.3471075307174685,50,0,15,1,1.0513036267901412,0.7466745461723514
2009,18.845563937917632,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,4.442651256490317,6,0,15,1,-0.6335366833931855,-0.8465205610674913
2009,17.622173047734595,1.0,0.7857629427792916,0.6174234022451722,0.5,0.5,5.991464547107982,2,0,18,1,1.0513036267901412,0.7466745461723514
2009,17.532472980821037,0.8,0.5857629427792916,0.3431182251334557,0.0,0.0,5.755742213586912,4,0,18,1,-0.6335366833931855,-0.8465205610674913
2009,17.121397759822106,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,5.393627546352362,17,0,18,1,-0.6335366833931855,-0.8465205610674913
2009,22.243091590690824,1.0,0.7857629427792916,0.6174234022451722,0.0,0.0,1.9459101490553132,9,0,02,2,-0.6335366833931855,-0.8465205610674913
2009,17.22088331103691,0.8,0.5857629427792916,0.3431182251334557,0.5,0.0,5.476463551931511,21,0,18,1,1.0513036267901412,-0.8465205610674913
2009,17.50439001207821,1.0,0.7857629427792916,0.6174234022451722,0.0,0.0,5.991464547107982,8,1,17,1,-0.6335366833931855,-0.8465205610674913
2009,16.2984192050896,1.0,0.7857629427792916,0.6174234022451722,0.0,0.0,7.4205789054108005,6,1,18,1,-0.6335366833931855,-0.8465205610674913
2009,17.50439001207821,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,6.907755278982137,13,0,02,2,-0.6335366833931855,-0.8465205610674913
2009,18.446656230355625,0.2,-0.014237057220708449,0.00020269379830572658,0.0,0.5,3.6375861597263857,7,0,02,2,-0.6335366833931855,0.7466745461723514
2009,17.64415195445337,0.8,0.5857629427792916,0.3431182251334557,0.0,0.0,6.214608098422191,16,0,02,2,-0.6335366833931855,-0.8465205610674913
2009,20.638708448918347,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,5.220355825078324,14,0,24,2,-0.6335366833931855,-0.8465205610674913
2009,19.33697147582652,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,5.298317366548036,47,0,24,2,-0.6335366833931855,-0.8465205610674913
2009,21.00490559494223,0.02,-0.19423705722070847,0.037728034397760776,0.5,0.5,6.721425700790643,49,1,25,2,1.0513036267901412,0.7466745461723514
2009,19.887017812745793,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,4.0943445622221,9,0,25,2,-0.6335366833931855,-0.8465205610674913
2009,18.936146747274858,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.0,3.7612001156935624,25,0,25,2,1.0513036267901412,-0.8465205610674913
2009,20.97919921108361,0.12,-0.09423705722070846,0.00888062295361908,0.0,0.5,5.480638923341991,9,0,26,2,-0.6335366833931855,0.7466745461723514
2009,21.15823132959788,0.0,-0.21423705722070846,0.04589751668658911,1.0,1.0,7.233455418621439,11,1,26,2,2.736143936973468,2.3398696534121943
2009,19.978825361998915,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,3.6888794541139363,6,0,26,2,-0.6335366833931855,-0.8465205610674913
2009,18.563781587593038,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,3.258096538021482,9,0,27,2,-0.6335366833931855,-0.8465205610674913
2009,19.231610960168695,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.5,4.787491742782046,8,0,27,2,1.0513036267901412,0.7466745461723514
2009,20.72326583694641,0.1,-0.11423705722070845,0.013050105242447417,0.0,0.5,3.4011973816621555,9,0,27,2,-0.6335366833931855,0.7466745461723514
2009,19.060427147785195,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,2.70805020110221,6,0,24,2,-0.6335366833931855,-0.8465205610674913
2009,20.030118656386467,0.0,-0.21423705722070846,0.04589751668658911,1.0,0.5,5.19295685089021,48,0,29,2,2.736143936973468,0.7466745461723514
2009,18.60300230074632,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.5,5.0106352940962555,7,0,29,2,1.0513036267901412,0.7466745461723514
2009,20.386178026282984,0.1,-0.11423705722070845,0.013050105242447417,0.5,0.5,5.783825182329737,49,0,31,3,1.0513036267901412,0.7466745461723514
2009,18.467200759587257,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.0,3.7376696182833684,14,0,31,3,1.0513036267901412,-0.8465205610674913
2009,19.070124799391436,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,4.653960350157523,54,0,02,2,-0.6335366833931855,-0.8465205610674913
2009,20.856797229570933,0.2,-0.014237057220708449,0.00020269379830572658,0.0,0.0,3.5553480614894135,15,0,29,2,-0.6335366833931855,-0.8465205610674913
2009,18.890684373198102,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,3.912023005428146,11,0,02,2,-0.6335366833931855,-0.8465205610674913
2009,18.361491872562034,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.5,4.465908118654584,9,0,15,1,-0.6335366833931855,0.7466745461723514
2009,19.33697147582652,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.0,5.298317366548036,9,0,15,1,1.0513036267901412,-0.8465205610674913
2009,19.002602289402088,0.1,-0.11423705722070845,0.013050105242447417,0.0,0.5,4.553876891600541,7,0,15,1,-0.6335366833931855,0.7466745461723514
2009,20.112356754623438,0.35,0.13576294277929152,0.01843157663209318,0.0,0.5,3.5553480614894135,8,0,15,1,-0.6335366833931855,0.7466745461723514
2009,18.166302207625776,0.07,-0.14423705722070845,0.020804328675689925,0.0,0.0,4.727387818712341,6,0,26,2,-0.6335366833931855,-0.8465205610674913
2009,21.193269466192145,0.1,-0.11423705722070845,0.013050105242447417,0.0,0.0,3.2188758248682006,7,0,15,1,-0.6335366833931855,-0.8465205610674913
2009,19.224175981681178,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.5,7.090076835776092,19,0,17,1,1.0513036267901412,0.7466745461723514
2009,17.47344520822879,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.5,5.8888779583328805,4,0,18,1,-0.6335366833931855,0.7466745461723514
2009,17.545212006598465,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,3.871201010907891,8,0,18,1,-0.6335366833931855,-0.8465205610674913
2009,18.816768690247933,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,4.248495242049359,13,0,02,2,-0.6335366833931855,-0.8465205610674913
2009,18.82614585206053,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,4.605170185988092,6,0,26,2,-0.6335366833931855,-0.8465205610674913
2009,19.11382792451231,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.5,5.0106352940962555,30,0,02,2,-0.6335366833931855,0.7466745461723514
2009,18.95348527443713,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.5,4.90527477843843,36,0,26,2,-0.6335366833931855,0.7466745461723514
2009,18.956198980308727,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.0,5.480638923341991,9,0,26,2,1.0513036267901412,-0.8465205610674913
2009,18.47677021060341,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.5,6.253828811575473,13,0,26,2,1.0513036267901412,0.7466745461723514
2009,17.922664078478956,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,5.198497031265826,7,0,26,2,-0.6335366833931855,-0.8465205610674913
2009,18.371890579782935,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,3.044522437723423,9,0,26,2,-0.6335366833931855,-0.8465205610674913
2009,20.174699885197573,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,3.8066624897703196,7,1,26,2,-0.6335366833931855,-0.8465205610674913
2009,20.052395001703523,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,4.04305126783455,10,0,28,2,-0.6335366833931855,-0.8465205610674913
2009,19.256928768152985,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,2.5649493574615367,14,0,28,2,-0.6335366833931855,-0.8465205610674913
2009,19.256928768152985,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.5,4.867534450455582,17,0,02,2,-0.6335366833931855,0.7466745461723514
2009,21.26877701870029,0.11,-0.10423705722070846,0.010865364098033249,0.5,0.5,5.541263545158426,13,1,15,1,1.0513036267901412,0.7466745461723514
2009,19.560115027140732,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.0,4.382026634673881,50,0,15,1,1.0513036267901412,-0.8465205610674913
2009,20.537862613615047,0.03,-0.18423705722070846,0.03394329325334661,0.5,0.0,6.476972362889683,13,0,02,2,1.0513036267901412,-0.8465205610674913
2009,16.588099280204055,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,4.605170185988092,7,0,18,1,-0.6335366833931855,-0.8465205610674913
2009,18.358805340234277,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,3.912023005428146,17,0,02,2,-0.6335366833931855,-0.8465205610674913
2009,19.33697147582652,0.6,0.3857629427792915,0.14881304802173895,0.0,0.5,2.302585092994046,17,0,02,2,-0.6335366833931855,0.7466745461723514
2009,21.911109259342464,0.9,0.6857629427792915,0.47027081368931384,0.0,0.5,3.2188758248682006,15,0,02,2,-0.6335366833931855,0.7466745461723514
2009,18.0152156358442,0.0,-0.21423705722070846,0.04589751668658911,0.5,0.5,3.4011973816621555,7,0,02,2,1.0513036267901412,0.7466745461723514
2009,17.80449460452855,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.5,3.912023005428146,9,0,02,2,-0.6335366833931855,0.7466745461723514
2009,19.806975105072254,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,3.912023005428146,8,0,02,2,-0.6335366833931855,-0.8465205610674913
2009,19.77016113194954,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,4.418840607796598,55,0,24,2,-0.6335366833931855,-0.8465205610674913
2009,18.132998671500584,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,2.302585092994046,11,0,25,2,-0.6335366833931855,-0.8465205610674913
2009,20.565041831731516,0.67,0.4557629427792916,0.2077198600108398,0.5,1.0,4.406719247264253,11,1,26,2,1.0513036267901412,2.3398696534121943
2009,18.07975415698177,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,6.1092475827643655,10,0,18,1,-0.6335366833931855,-0.8465205610674913
2009,19.624653548278303,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,3.295836866004329,6,0,26,2,-0.6335366833931855,-0.8465205610674913
2009,19.63370338379822,0.8,0.5857629427792916,0.3431182251334557,0.5,0.5,4.700480365792417,19,0,26,2,1.0513036267901412,0.7466745461723514
2009,19.245163926573397,0.05,-0.16423705722070847,0.026973810964518268,0.0,0.5,4.04305126783455,9,0,26,2,-0.6335366833931855,0.7466745461723514
2009,18.60300230074632,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,4.31748811353631,5,0,28,2,-0.6335366833931855,-0.8465205610674913
2009,18.7773556878911,0.3,0.08576294277929153,0.007355282354164033,0.5,1.0,4.653960350157523,4,0,29,2,1.0513036267901412,2.3398696534121943
2009,20.094657177524038,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,2.70805020110221,7,0,29,2,-0.6335366833931855,-0.8465205610674913
2009,18.7773556878911,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,2.6390573296152584,16,0,29,2,-0.6335366833931855,-0.8465205610674913
2009,21.175250960689468,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,1.9459101490553132,13,0,15,1,-0.6335366833931855,-0.8465205610674913
2009,20.21244021318042,0.69,0.4757629427792915,0.2263503777220114,0.0,0.0,4.382026634673881,7,0,15,1,-0.6335366833931855,-0.8465205610674913
2009,18.7773556878911,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.5,4.343805421853684,13,0,02,2,-0.6335366833931855,0.7466745461723514
2009,20.353605454218396,0.01,-0.20423705722070845,0.04171277554217494,0.5,0.5,7.661997558901893,35,1,24,2,1.0513036267901412,0.7466745461723514
2009,19.519293032620475,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,3.2188758248682006,16,0,02,2,-0.6335366833931855,-0.8465205610674913
2009,19.90228528487658,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,3.912023005428146,8,0,25,2,-0.6335366833931855,-0.8465205610674913
2009,22.239961697681895,0.18,-0.03423705722070847,0.0011721760871340658,0.5,0.5,4.941642422609304,14,1,27,2,1.0513036267901412,0.7466745461723514
2009,20.10422662854019,0.95,0.7357629427792916,0.5413471079672431,0.5,0.5,4.174387269895637,10,1,28,2,1.0513036267901412,0.7466745461723514
2009,20.80022687808254,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,3.2188758248682006,12,0,28,2,-0.6335366833931855,-0.8465205610674913
2009,18.17382066602084,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,4.1588830833596715,18,0,28,2,-0.6335366833931855,-0.8465205610674913
2009,19.806975105072254,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,4.605170185988092,25,0,28,2,-0.6335366833931855,-0.8465205610674913
2009,20.637707948584765,0.95,0.7357629427792916,0.5413471079672431,0.5,0.0,6.214608098422191,16,1,15,1,1.0513036267901412,-0.8465205610674913
2009,19.932138248026263,1.0,0.7857629427792916,0.6174234022451722,0.0,0.5,5.703782474656201,7,0,18,1,-0.6335366833931855,0.7466745461723514
2009,17.486371506575534,0.2,-0.014237057220708449,0.00020269379830572658,0.0,0.0,5.634789603169249,6,0,18,1,-0.6335366833931855,-0.8465205610674913
2009,19.19935009795047,1.0,0.7857629427792916,0.6174234022451722,0.5,1.0,5.634789603169249,12,1,18,1,1.0513036267901412,2.3398696534121943
2009,18.565261972763473,1.0,0.7857629427792916,0.6174234022451722,0.0,0.0,6.1092475827643655,7,1,18,1,-0.6335366833931855,-0.8465205610674913
2009,20.186961127879435,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,3.970291913552122,5,0,02,2,-0.6335366833931855,-0.8465205610674913
2009,19.961125784899515,0.08,-0.13423705722070844,0.018019587531275753,0.5,0.0,4.653960350157523,10,0,24,2,1.0513036267901412,-0.8465205610674913
2009,20.345971605804944,0.05,-0.16423705722070847,0.026973810964518268,0.0,0.5,4.248495242049359,14,1,24,2,-0.6335366833931855,0.7466745461723514
2009,19.83166771766263,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,4.605170185988092,7,1,28,2,-0.6335366833931855,-0.8465205610674913
2009,20.14046671355533,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,4.787491742782046,34,0,28,2,-0.6335366833931855,-0.8465205610674913
2009,20.51992491292838,0.6,0.3857629427792915,0.14881304802173895,1.0,1.0,7.600902459542082,13,1,31,3,2.736143936973468,2.3398696534121943
2009,19.219188440170136,0.6,0.3857629427792915,0.14881304802173895,0.5,0.5,6.802394763324311,32,0,15,1,1.0513036267901412,0.7466745461723514
2009,22.09474511228116,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,2.833213344056216,8,0,15,1,-0.6335366833931855,-0.8465205610674913
2009,21.927238641272346,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,2.70805020110221,26,0,15,1,-0.6335366833931855,-0.8465205610674913
2009,20.16214971285197,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,3.1354942159291497,34,0,15,1,-0.6335366833931855,-0.8465205610674913
2009,23.121161109744783,0.0,-0.21423705722070846,0.04589751668658911,0.0,0.0,1.791759469228055,18,0,15,1,-0.6335366833931855,-0.8465205610674913
2009,17.546354211177242,0.5,0.28576294277929154,0.08166045946588064,0.5,0.0,5.857933154483459,22,0,18,1,1.0513036267901412,-0.8465205610674913
2009,18.471539161185856,0.97,0.7557629427792916,0.5711776256784148,0.5,0.5,7.7406644019172415,15,0,18,1,1.0513036267901412,0.7466745461723514
2009,15.908349679097078,1.0,0.7857629427792916,0.6174234022451722,0.0,0.0,2.4849066497880004,10,0,18,1,-0.6335366833931855,-0.8465205610674913
