country_year,n_analytic,tp_pct,lm_p,tci_var,tci_direct_beta,tci_direct_p,dai_var,dai_direct_beta,dai_direct_p,dai_fsts_mod_beta,dai_fsts_mod_p,dai_fsts_sq_mod_beta,dai_fsts_sq_mod_p
SGP_2023,623,82.95415660972974,0.30097667972706327,tci_full,0.20032583775053495,1.4159247091198785e-06,dai_rich,0.11390536822368179,0.002029213811090982,-1.1805243434783952,0.1960757779515201,2.8692005814567163,0.025462337669232032
CHN_2012,2612,49.38806657275959,2.5197162357118082e-05,tci_full,0.17050313825469232,4.015822350516471e-10,dai_thin,0.0504133220113735,0.02316521933438606,-0.5237858267159726,0.12654890061793678,0.6920948042166134,0.07010934762753991
CHN_2024,1934,47.18920762890457,0.029298685564454162,tci_full,0.29052222515384385,1.8239720234234047e-19,dai_thin,0.14070435879887888,3.707316857464868e-05,-0.34139627542227324,0.5353185095438835,-0.11533158031848467,0.8770875901208858
VNM_2009,993,36.24192005905334,0.059645294535571214,tci_thin,0.31700997863444863,5.999145468936014e-13,dai_thin,0.250648069066884,2.3873572027245653e-09,-0.018016941715145344,0.9777261404452819,-0.08188779272806283,0.9064459932105415
VNM_2015,964,36.493563402708766,0.01690227057098692,tci_thin,0.0470292124717373,0.32735341054826084,dai_thin,0.022087381210149026,0.6436005913174508,-0.3357284892319172,0.6820198978668874,0.06153622823483307,0.9426295087953531
VNM_2023,1014,33.84875196519782,0.02895608054724641,tci_thin,0.18015169651015947,0.00029826172994801726,dai_thin,0.17636978816424398,0.0006116609282191004,-0.8706681062512254,0.10996130881635134,0.7710432990509586,0.1834353254386728
