sample,model,variable,beta,se,p,n,r2
CHN_2012,M3_LA_idx_FSTSsq,FSTS_sq,-1.7061208975149667,0.4266863824102566,6.373546483980422e-05,2590,0.0320372880087213
CHN_2012,M3_LA_idx_FSTSsq,LA_idx_z,0.13378919876654227,0.02643681481091817,4.176860461504946e-07,2590,0.0320372880087213
CHN_2012,M3_LA_idx_FSTSsq,FSTSsq_x_LA_idx,0.11492151695418565,0.135015607802541,0.39467376478717175,2590,0.0320372880087213
CHN_2012,M3_LA_idx_FSTSsq,lnemp,-0.12668391010108315,0.023813710607320574,1.0388780154075e-07,2590,0.0320372880087213
CHN_2012,M3_LA_idx_FSTSsq,firm_age,0.00811509627164451,0.0034259374133616505,0.01784962294905419,2590,0.0320372880087213
CHN_2012,M3_LA_idx_FSTSsq,foreign_dummy,0.07626746371607075,0.09474769381119584,0.4208466601045311,2590,0.0320372880087213
CHN_2012,M1_k3a_FSTSsq,const,13.64537766760164,0.16123843004735272,0.0,2566,0.045090550374703
CHN_2012,M1_k3a_FSTSsq,FSTS,1.835536309404022,0.37272204218397675,8.449907009769614e-07,2566,0.045090550374703
CHN_2012,M1_k3a_FSTSsq,FSTS_sq,-2.5606794761303133,0.638064520131259,5.99015386413224e-05,2566,0.045090550374703
CHN_2012,M1_k3a_FSTSsq,k3a,-0.009334882644770323,0.0012901301549779415,4.634307570356304e-13,2566,0.045090550374703
CHN_2012,M1_k3a_FSTSsq,FSTSsq_x_k3a,0.008137183498063798,0.005370828283239723,0.1297545511417185,2566,0.045090550374703
CHN_2012,M1_k3a_FSTSsq,lnemp,-0.11417725282537702,0.023260301340926492,9.16939240836132e-07,2566,0.045090550374703
CHN_2012,M1_k3a_FSTSsq,firm_age,0.009332715253881785,0.0034068411313096423,0.006155063062974193,2566,0.045090550374703
CHN_2012,M1_k3a_FSTSsq,foreign_dummy,0.0920479618683176,0.09308347859383814,0.322724109156752,2566,0.045090550374703
